11,850,2484036,41095986
	996,0,0,0
	995,0,0,0
	979,0,0,0
	978,0,0,0
	952,0,0,0
	948,0,0,0
	845,0,0,0
	836,0,0,0
	829,0,0,0
	788,0,0,0
	771,0,0,0
	759,0,0,0
	746,0,0,0
	744,0,0,0
	598,0,0,0
	574,0,0,0
	546,0,0,0
	525,0,0,0
	502,0,0,0
	471,0,0,0
	457,0,0,0
	437,0,0,0
	419,0,0,0
	403,0,0,0
	380,0,0,0
	367,0,0,0
	360,0,0,0
	356,0,0,0
	335,0,0,0
	324,2,5604,112465
	305,1,2766,85558
	284,2,6204,59250
	271,3,11068,67154
	245,3,12368,153874
	243,6,7629,246839
	222,6,25324,304522
	125,3,1839,170864
	98,5,15692,230872
	96,5,11863,362822
	81,4,10135,189856
	55,2,6458,138621
	54,1,2205,80485
	26,3,10389,151705
	20,44,143833,2354217
		939,0,0,0
		935,0,0,0
		932,0,0,0
		890,0,0,0
		882,0,0,0
		871,0,0,0
		839,0,0,0
		761,0,0,0
		733,0,0,0
		712,0,0,0
		703,0,0,0
		694,0,0,0
		692,0,0,0
		657,0,0,0
		644,0,0,0
		642,0,0,0
		640,0,0,0
		627,0,0,0
		618,0,0,0
		614,0,0,0
		591,0,0,0
		590,0,0,0
		584,0,0,0
		577,0,0,0
		468,0,0,0
		467,0,0,0
		464,0,0,0
		439,0,0,0
		410,0,0,0
		402,0,0,0
		401,0,0,0
		394,0,0,0
		379,0,0,0
		369,0,0,0
		357,0,0,0
		302,3,11700,140021
		297,4,13842,164819
		269,2,5316,100821
		187,2,3966,81775
		143,4,16631,263024
		140,6,20915,299294
		139,4,9337,228457
		124,3,9594,236492
		57,2,6094,155846
		56,2,8030,66404
		48,4,13577,160154
		45,3,2261,188816
		34,4,17688,201214
	2,757,2203409,36192366
		957,0,0,0
		942,0,0,0
		894,0,0,0
		886,0,0,0
		862,0,0,0
		822,0,0,0
		820,0,0,0
		814,0,0,0
		808,0,0,0
		799,0,0,0
		790,0,0,0
		776,0,0,0
		762,0,0,0
		757,0,0,0
		689,0,0,0
		680,0,0,0
		665,0,0,0
		603,0,0,0
		576,0,0,0
		571,0,0,0
		549,0,0,0
		548,0,0,0
		501,0,0,0
		461,0,0,0
		413,0,0,0
		404,0,0,0
		400,0,0,0
		395,0,0,0
		384,0,0,0
		363,0,0,0
		341,0,0,0
		339,0,0,0
		338,0,0,0
		288,2,7097,60966
		233,2,2843,132996
		210,1,4937,54178
		176,3,7374,186395
		173,3,12110,204050
		171,4,7970,207441
		62,3,5113,99474
		61,4,11013,144415
		51,2,6877,120011
		40,2,4458,171346
		30,3,8013,181789
		14,588,1710227,27803235
			1000,0,0,0
			970,0,0,0
			902,0,0,0
			897,0,0,0
			893,0,0,0
			870,0,0,0
			866,0,0,0
			858,0,0,0
			809,0,0,0
			804,0,0,0
			779,0,0,0
			772,0,0,0
			729,0,0,0
			718,0,0,0
			717,0,0,0
			673,0,0,0
			662,0,0,0
			646,0,0,0
			630,0,0,0
			586,0,0,0
			557,0,0,0
			554,0,0,0
			540,0,0,0
			535,0,0,0
			534,0,0,0
			518,0,0,0
			517,0,0,0
			512,0,0,0
			496,0,0,0
			494,0,0,0
			489,0,0,0
			482,0,0,0
			462,0,0,0
			446,0,0,0
			424,0,0,0
			418,0,0,0
			392,0,0,0
			350,0,0,0
			333,3,8678,195397
			325,2,4948,111312
			320,3,10528,182250
			301,3,12405,136480
			249,5,20616,280491
			241,6,9378,265010
			235,4,11168,171647
			154,2,5934,82753
			149,4,6309,113522
			133,2,7811,163825
			128,3,11117,154131
			83,6,17232,213738
			39,5,14336,253905
			36,3,14884,74483
			12,537,1554883,25404291
				980,0,0,0
				917,0,0,0
				905,0,0,0
				875,0,0,0
				841,0,0,0
				828,0,0,0
				794,0,0,0
				786,0,0,0
				739,0,0,0
				715,0,0,0
				714,0,0,0
				693,0,0,0
				617,0,0,0
				608,0,0,0
				582,0,0,0
				564,0,0,0
				551,0,0,0
				539,0,0,0
				527,0,0,0
				453,0,0,0
				420,0,0,0
				368,0,0,0
				353,0,0,0
				337,0,0,0
				327,5,22909,248274
				309,5,21676,212789
				308,0,0,0
				274,1,2338,68762
				255,1,5305,23147
				254,1,9,59281
				239,3,12082,170176
				221,2,6755,170702
				207,2,9997,68422
				199,5,18674,204978
				169,1,4035,82993
				155,1,4857,11258
				84,1,1478,26246
				7,506,1436791,23926934
					994,0,0,0
					992,0,0,0
					936,0,0,0
					928,0,0,0
					909,0,0,0
					906,0,0,0
					874,0,0,0
					864,0,0,0
					806,0,0,0
					770,0,0,0
					742,0,0,0
					691,0,0,0
					682,0,0,0
					649,0,0,0
					601,0,0,0
					580,0,0,0
					565,0,0,0
					542,0,0,0
					507,0,0,0
					506,0,0,0
					487,0,0,0
					479,0,0,0
					463,0,0,0
					451,0,0,0
					427,0,0,0
					407,0,0,0
					373,0,0,0
					326,5,15129,256191
					315,5,19849,218196
					294,5,11920,263812
					270,3,8773,199703
					258,3,6948,176750
					208,3,9476,159120
					148,3,6406,251771
					110,3,9704,219446
					77,5,13354,333525
					70,2,2718,174053
					69,2,3067,39531
					66,5,14333,120992
					52,2,1600,91332
					44,4,9404,144223
					15,452,1293017,21113590
						981,0,0,0
						956,0,0,0
						945,0,0,0
						944,0,0,0
						922,0,0,0
						920,0,0,0
						825,0,0,0
						821,0,0,0
						811,0,0,0
						797,0,0,0
						795,0,0,0
						793,0,0,0
						766,0,0,0
						758,0,0,0
						756,0,0,0
						727,0,0,0
						726,0,0,0
						705,0,0,0
						700,0,0,0
						683,0,0,0
						674,0,0,0
						656,0,0,0
						628,0,0,0
						606,0,0,0
						547,0,0,0
						531,0,0,0
						498,0,0,0
						483,0,0,0
						477,0,0,0
						385,0,0,0
						371,0,0,0
						346,0,0,0
						290,4,9850,126423
						275,2,4867,126655
						240,2,7287,71734
						228,5,13671,261667
						215,3,10270,135653
						209,5,8551,349132
						202,3,8825,85992
						191,3,8206,188417
						177,4,3668,204797
						147,2,6180,101361
						145,3,14448,57198
						136,1,985,71737
						121,1,4644,12623
						95,2,4806,165980
						86,7,27779,231807
						75,5,12117,325502
						22,4,11060,184744
						8,121,343012,5834196
							976,0,0,0
							966,0,0,0
							937,0,0,0
							934,0,0,0
							926,0,0,0
							914,0,0,0
							910,0,0,0
							896,0,0,0
							834,0,0,0
							826,0,0,0
							813,0,0,0
							807,0,0,0
							785,0,0,0
							751,0,0,0
							723,0,0,0
							697,0,0,0
							676,0,0,0
							670,0,0,0
							663,0,0,0
							637,0,0,0
							624,0,0,0
							599,0,0,0
							578,0,0,0
							572,0,0,0
							563,0,0,0
							544,0,0,0
							522,0,0,0
							504,0,0,0
							499,0,0,0
							476,0,0,0
							466,0,0,0
							454,0,0,0
							426,0,0,0
							414,0,0,0
							378,0,0,0
							377,0,0,0
							372,0,0,0
							364,0,0,0
							314,2,5534,105225
							311,1,1555,60572
							310,4,14033,231441
							285,9,31681,537649
							283,4,5502,225688
							256,2,6118,29390
							217,2,1793,46811
							203,3,2595,79849
							165,4,17315,227754
							161,1,4199,5311
							160,5,18624,249775
							122,4,6750,205087
							114,2,8940,36903
							100,5,9497,213488
							87,3,3970,89237
							41,2,4332,40098
							16,22,66601,996266
								999,0,0,0
								998,0,0,0
								997,0,0,0
								989,0,0,0
								987,0,0,0
								969,0,0,0
								955,0,0,0
								951,0,0,0
								927,0,0,0
								895,0,0,0
								884,0,0,0
								774,0,0,0
								725,0,0,0
								724,0,0,0
								709,0,0,0
								661,0,0,0
								659,0,0,0
								641,0,0,0
								605,0,0,0
								553,0,0,0
								541,0,0,0
								537,0,0,0
								528,0,0,0
								488,0,0,0
								469,0,0,0
								429,0,0,0
								428,0,0,0
								273,1,2847,1022
								178,3,8172,80203
								99,1,3276,763
								97,2,4108,147314
								58,0,0,0
								50,5,15175,302087
								38,4,15907,160506
								37,3,8807,206760
							6,44,127065,2330673
								973,0,0,0
								889,0,0,0
								873,0,0,0
								868,0,0,0
								823,0,0,0
								764,0,0,0
								754,0,0,0
								749,0,0,0
								625,0,0,0
								562,0,0,0
								533,0,0,0
								510,0,0,0
								480,0,0,0
								474,0,0,0
								470,0,0,0
								436,0,0,0
								423,0,0,0
								415,0,0,0
								391,0,0,0
								387,0,0,0
								344,0,0,0
								323,7,19215,248151
								293,4,13473,332491
								227,1,4023,33533
								204,3,13887,212047
								196,4,5424,167158
								182,0,0,0
								153,2,6496,136540
								138,8,25151,432351
								134,5,18290,185368
								47,2,1998,113870
								43,3,8168,161915
								28,2,4499,67233
						1,271,782564,12459661
							974,0,0,0
							958,0,0,0
							924,0,0,0
							903,0,0,0
							892,0,0,0
							883,0,0,0
							872,0,0,0
							865,0,0,0
							850,0,0,0
							840,0,0,0
							818,0,0,0
							805,0,0,0
							791,0,0,0
							755,0,0,0
							675,0,0,0
							652,0,0,0
							635,0,0,0
							581,0,0,0
							566,0,0,0
							560,0,0,0
							524,0,0,0
							503,0,0,0
							481,0,0,0
							455,0,0,0
							408,0,0,0
							406,0,0,0
							345,0,0,0
							330,2,884,136678
							312,2,7800,115967
							244,0,0,0
							190,0,0,0
							186,5,17322,171629
							164,0,0,0
							151,4,11247,223047
							150,2,3746,173737
							137,3,8785,208008
							130,5,13381,238835
							127,2,4389,93640
							123,2,7424,93362
							120,5,11998,358796
							117,2,5127,140558
							101,2,7580,127996
							17,55,170160,2703577
								967,0,0,0
								965,0,0,0
								950,0,0,0
								938,0,0,0
								912,0,0,0
								901,0,0,0
								877,0,0,0
								852,0,0,0
								713,0,0,0
								686,0,0,0
								647,0,0,0
								645,0,0,0
								623,0,0,0
								619,0,0,0
								594,0,0,0
								585,0,0,0
								567,0,0,0
								514,0,0,0
								505,0,0,0
								485,0,0,0
								478,0,0,0
								456,0,0,0
								441,0,0,0
								389,0,0,0
								359,0,0,0
								306,4,7862,146737
								299,2,4009,62450
								289,0,0,0
								279,2,10264,117946
								268,1,2044,66404
								260,2,7929,32805
								246,6,15664,403802
								225,2,5975,120133
								213,5,23859,240664
								174,3,5456,115644
								163,2,4543,86421
